senator,party,sex,trade_date,owner,ticker,type,trade_amount_max,trade_amount_min,buy_one_year_change,one_mo_vtsax_change,one_year_vtsax_change,buy_compare_one_year,one_month_sell,one_month_sell_compare,weight
Thomas Carper,1,1,29Jan2021,Spouse,XCAPX,Purchase,50000,15000,,0.031875463,,,,,4.0599999
Patrick Toomey,0,1,28Jan2021,Child,GME,Sale,15000,1000,,0.01632356,,,-0.438378099,-0.454701659,1
Jerry Moran,0,1,27Jan2021,Spouse,COST,Sale,15000,1000,,0.054616112,,,-0.044024804,-0.098640916,1
Jerry Moran,0,1,27Jan2021,Self,COST,Sale,15000,1000,,0.054616112,,,-0.044024804,-0.098640916,1
Patrick Toomey,0,1,27Jan2021,Child,SHOP,Sale,15000,1000,,0.054616112,,,0.191442019,0.136825907,1
Patrick Toomey,0,1,27Jan2021,Child,GME,Purchase,15000,1000,,0.054616112,,,,,1
Patrick Toomey,0,1,27Jan2021,Child,TSLA,Sale,15000,1000,,0.054616112,,,-0.141339567,-0.195955678,1
Thomas Carper,1,1,27Jan2021,Spouse,DD,Sale,50000,15000,,0.054616112,,,-0.079845956,-0.134462068,4.0599999
Thomas Carper,1,1,26Jan2021,Spouse,PBA,Sale,15000,1000,,0.015449151,,,0.019485294,0.004036143,1
Thomas Carper,1,1,26Jan2021,Spouse,AQN,Purchase,15000,1000,,0.015449151,,,,,1
Thomas Carper,1,1,25Jan2021,Spouse,VIAV,Sale,15000,1000,,0.0124439,,,0.04,0.0275561,1
Thomas Carper,1,1,25Jan2021,Spouse,EVOP,Sale,15000,1000,,0.0124439,,,0.094749795,0.082305894,1
Gary Peters,1,1,15Jan2021,Self,STAG,Purchase,15000,1000,,0.052006253,,,,,1
Gary Peters,1,1,15Jan2021,Self,AEP,Purchase,15000,1000,,0.052006253,,,,,1
Thomas Carper,1,1,13Jan2021,Spouse,RODM,Sale,15000,1000,,0.035013427,,,0.00310559,-0.031907837,1
Thomas Carper,1,1,13Jan2021,Spouse,FCPIX,Purchase,15000,1000,,0.035013427,,,,,1
Thomas Carper,1,1,13Jan2021,Spouse,RODM,Sale,15000,1000,,0.035013427,,,0.00310559,-0.031907837,1
Thomas Carper,1,1,13Jan2021,Spouse,FCPIX,Purchase,15000,1000,,0.035013427,,,,,1
Thomas Carper,1,1,11Jan2021,Spouse,FEYE,Sale,15000,1000,,0.039510526,,,-0.066144473,-0.105654999,1
Thomas Carper,1,1,11Jan2021,Spouse,PSQ,Sale,15000,1000,,0.039510526,,,-0.060627178,-0.100137703,1
Thomas Carper,1,1,11Jan2021,Spouse,SH,Sale,15000,1000,,0.039510526,,,-0.032694476,-0.072205002,1
Thomas Carper,1,1,11Jan2021,Spouse,DDOG,Sale,15000,1000,,0.039510526,,,0.116738609,0.077228083,1
Thomas Carper,1,1,11Jan2021,Spouse,PSQ,Sale,15000,1000,,0.039510526,,,-0.060627178,-0.100137703,1
Thomas Carper,1,1,11Jan2021,Spouse,SH,Sale,15000,1000,,0.039510526,,,-0.032694476,-0.072205002,1
Thomas Carper,1,1,11Jan2021,Spouse,PSQ,Sale,15000,1000,,0.039510526,,,-0.060627178,-0.100137703,1
Thomas Carper,1,1,11Jan2021,Spouse,SH,Sale,15000,1000,,0.039510526,,,-0.032694476,-0.072205002,1
Thomas Carper,1,1,11Jan2021,Spouse,CAG,Sale,15000,1000,,0.039510526,,,0.051359517,0.011848991,1
Thomas Carper,1,1,08Jan2021,Spouse,AJRD,Sale,15000,1000,,0.024445591,,,-0.000757719,-0.02520331,1
James Inhofe,0,1,05Jan2021,Self,CRSP,Sale,15000,1000,,0.035160399,,,0.046880837,0.011720437,1
Thomas Carper,1,1,04Jan2021,Spouse,PSQ,Purchase,15000,1000,,0.028923407,,,,,1
Thomas Carper,1,1,04Jan2021,Spouse,SH,Purchase,15000,1000,,0.028923407,,,,,1
Thomas Carper,1,1,04Jan2021,Spouse,PSQ,Purchase,15000,1000,,0.028923407,,,,,1
Thomas Carper,1,1,04Jan2021,Spouse,SH,Purchase,15000,1000,,0.028923407,,,,,1
Thomas Carper,1,1,04Jan2021,Spouse,PSQ,Purchase,15000,1000,,0.028923407,,,,,1
Thomas Carper,1,1,04Jan2021,Spouse,SH,Purchase,15000,1000,,0.028923407,,,,,1
Shelley Capito,0,0,31Dec2020,Spouse,UNH,Purchase,15000,1000,,0.015199493,,,,,1
Shelley Capito,0,0,31Dec2020,Spouse,PSX,Purchase,15000,1000,,0.015199493,,,,,1
Shelley Capito,0,0,31Dec2020,Spouse,AMT,Purchase,15000,1000,,0.015199493,,,,,1
Shelley Capito,0,0,31Dec2020,Spouse,SYY,Sale,15000,1000,,0.015199493,,,-0.001481282,-0.016680775,1
Shelley Capito,0,0,31Dec2020,Spouse,PII,Sale,15000,1000,,0.015199493,,,0.234781696,0.219582203,1
Shelley Capito,0,0,31Dec2020,Spouse,OTIS,Sale,15000,1000,,0.015199493,,,-0.055070318,-0.070269812,1
Shelley Capito,0,0,31Dec2020,Spouse,XOM,Sale,15000,1000,,0.015199493,,,0.117418729,0.102219235,1
Shelley Capito,0,0,31Dec2020,Spouse,CLX,Sale,15000,1000,,0.015199493,,,0.037886292,0.022686798,1
Shelley Capito,0,0,31Dec2020,Self,CARR,Sale,15000,1000,,0.015199493,,,0.012725345,-0.002474149,1
Sheldon Whitehouse,1,1,30Dec2020,Joint,--,Sale,15000,1000,,0.009864234,,,,,1
Thomas Carper,1,1,30Dec2020,Spouse,TSLA,Purchase,15000,1000,,0.009864234,,,,,1
Thomas Carper,1,1,30Dec2020,Spouse,PBA,Sale,15000,1000,,0.009864234,,,0.115482234,0.105617999,1
Thomas Carper,1,1,30Dec2020,Spouse,DD,Sale,15000,1000,,0.009864234,,,0.108108108,0.098243874,1
Thomas Carper,1,1,30Dec2020,Spouse,DOW,Sale,15000,1000,,0.009864234,,,-0.019469984,-0.029334218,1
Thomas Carper,1,1,30Dec2020,Spouse,VTRS,Sale,15000,1000,,0.009864234,,,-0.070049641,-0.079913876,1
Thomas Carper,1,1,30Dec2020,Spouse,NTAP,Purchase,15000,1000,,0.009864234,,,,,1
Thomas Carper,1,1,30Dec2020,Spouse,SBIO,Purchase,15000,1000,,0.009864234,,,,,1
Thomas Carper,1,1,30Dec2020,Spouse,BMY,Purchase,15000,1000,,0.009864234,,,,,1
Pat Roberts,0,1,22Dec2020,Spouse,BA,Purchase,50000,15000,,0.030122406,,,,,4.0599999
Pat Roberts,0,1,22Dec2020,Spouse,PLUG,Purchase,15000,1000,,0.030122406,,,,,1
Pat Roberts,0,1,22Dec2020,Spouse,SQ,Purchase,50000,15000,,0.030122406,,,,,4.0599999
Pat Roberts,0,1,22Dec2020,Spouse,COST,Purchase,50000,15000,,0.030122406,,,,,4.0599999
Pat Roberts,0,1,22Dec2020,Spouse,AAPL,Purchase,50000,15000,,0.030122406,,,,,4.0599999
James Inhofe,0,1,22Dec2020,Self,CRSP,Sale,100000,50000,,0.030122406,,,0.165863123,0.135740718,9.3800001
Pat Roberts,0,1,21Dec2020,Spouse,BA,Purchase,50000,15000,,0.030341744,,,,,4.0599999
Pat Roberts,0,1,21Dec2020,Spouse,NVDA,Purchase,100000,50000,,0.030341744,,,,,9.3800001
Pat Roberts,0,1,21Dec2020,Spouse,EXPI,Purchase,15000,1000,,0.030341744,,,,,1
Pat Roberts,0,1,21Dec2020,Spouse,ETY,Sale,250000,100000,,0.030341744,,,,,21.879999
Pat Roberts,0,1,21Dec2020,Spouse,,Sale,100000,50000,,0.030341744,,,,,9.3800001
Pat Roberts,0,1,21Dec2020,Spouse,TSLA,Sale,15000,1000,,0.030341744,,,,,1
Rick Scott,0,1,17Dec2020,Spouse,--,Purchase,1000000,500000,,0.024253336,,,,,31.25
Susan Collins,0,0,16Dec2020,Spouse,DNKN,Sale,100000,50000,,0.033408048,,,,,9.3800001
Pat Roberts,0,1,16Dec2020,Spouse,AAPL,Sale,250000,100000,,0.033408048,,,0.024098271,-0.009309777,21.879999
Shelley Capito,0,0,15Dec2020,Spouse,WFC,Sale,50000,15000,,0.033771508,,,0.141607804,0.107836296,4.0599999
Thomas Carper,1,1,15Dec2020,Spouse,GSMYX,Purchase,15000,1000,,0.033771508,,,,,1
Patrick Toomey,0,1,15Dec2020,Self,AIV,Purchase,50000,15000,,0.033771508,,,,,4.0599999
James Inhofe,0,1,15Dec2020,Self,BLK,Sale,100000,50000,,0.033771508,,,0.113953422,0.080181914,9.3800001
Gary Peters,1,1,14Dec2020,Self,AEP,Purchase,15000,1000,,0.044405935,,,,,1
Pat Roberts,0,1,11Dec2020,Spouse,TSLA,Purchase,15000,1000,,0.047089319,,,,,1
Patrick Toomey,0,1,08Dec2020,Self,NTRP,Purchase,15000,1000,,0.007060334,,,,,1
Mark Warner,1,1,07Dec2020,Self,--,Purchase,5000000,1000000,,0.002685285,,,,,31.25
Pat Roberts,0,1,07Dec2020,Spouse,BA,Purchase,50000,15000,,0.002685285,,,,,4.0599999
Pat Roberts,0,1,07Dec2020,Spouse,TSLA,Purchase,15000,1000,,0.002685285,,,,,1
Pat Roberts,0,1,04Dec2020,Spouse,BA,Sale,50000,15000,,0.001716922,,,,,4.0599999
A. MitchellMcconnell,0,1,03Dec2020,Spouse,WFC,Purchase,15000,1000,,0.027214572,,,,,1
Pat Roberts,0,1,02Dec2020,Spouse,ZM,Purchase,50000,15000,,0.023781084,,,,,4.0599999
Patrick Toomey,0,1,02Dec2020,Self,NTRP,Purchase,15000,1000,,0.023781084,,,,,1
Richard Blumenthal,1,1,02Dec2020,,,,,,,0.023781084,,,,,
Patrick Toomey,0,1,30Nov2020,Self,AIV,Purchase,15000,1000,,0.036679113,,,,,1
Thomas Carper,1,1,30Nov2020,Spouse,--,Purchase,15000,1000,,0.036679113,,,,,1
Thomas Carper,1,1,30Nov2020,Spouse,--,Sale,50000,15000,,0.036679113,,,,,4.0599999
Thomas Carper,1,1,30Nov2020,Spouse,--,Sale,50000,15000,,0.036679113,,,,,4.0599999
Rick Scott,0,1,24Nov2020,Spouse,--,Purchase,1000000,500000,,0.029137912,,,,,31.25
Rick Scott,0,1,24Nov2020,Spouse,--,Purchase,1000000,500000,,0.029137912,,,,,31.25
Rick Scott,0,1,24Nov2020,Spouse,--,Purchase,500000,250000,,0.029137912,,,,,31.25
Pat Roberts,0,1,24Nov2020,Spouse,COST,Purchase,50000,15000,,0.029137912,,,,,4.0599999
Mark Warner,1,1,20Nov2020,Self,--,Purchase,100000,50000,,0.056402781,,,,,9.3800001
Thomas Carper,1,1,20Nov2020,Spouse,,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,QCOM,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,SNPS,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,GOLD,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,OHI,Sale,15000,1000,,0.056402781,,,0.083405987,0.027003206,1
Thomas Carper,1,1,20Nov2020,Spouse,WIW,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,ERIC,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,SBIO,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,ARE,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,LGI,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,ABYIX,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,MRVL,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,BRKR,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,MANT,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,ACIW,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,SWKS,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,NUAN,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,AJRD,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,SRVR,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,CONE,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,CEF,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,WW,Sale,15000,1000,,0.056402781,,,-0.023323615,-0.079726396,1
Thomas Carper,1,1,20Nov2020,Spouse,XAR,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,GLD,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,GMAB,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,BAH,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,LDP,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,ABBV,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,FDN,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,HBI,Sale,15000,1000,,0.056402781,,,0.058694057,0.002291276,1
Thomas Carper,1,1,20Nov2020,Spouse,ATVI,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,FTNT,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,RTH,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,NTLA,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,RODM,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,PTLC,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,PTNQ,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,PTMC,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,DGRS,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,MAXR,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,ARNA,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,GBIL,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,KEYS,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,PAGS,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,CTVA,Sale,15000,1000,,0.056402781,,,0.060548977,0.004146197,1
Thomas Carper,1,1,20Nov2020,Spouse,VIAV,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,SI,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,CRWD,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,DD,Sale,15000,1000,,0.056402781,,,0.140367706,0.083964925,1
Thomas Carper,1,1,20Nov2020,Spouse,DOW,Sale,15000,1000,,0.056402781,,,0.016992509,-0.039410272,1
Thomas Carper,1,1,20Nov2020,Spouse,DDOG,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,EVOP,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,AAPL,Sale,100000,50000,,0.056402781,,,0.079384694,0.022981913,9.3800001
Thomas Carper,1,1,20Nov2020,Spouse,GLW,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,HAL,Sale,15000,1000,,0.056402781,,,0.237735849,0.181333068,1
Thomas Carper,1,1,20Nov2020,Spouse,PAAS,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,TMO,Purchase,15000,1000,,0.056402781,,,,,1
Thomas Carper,1,1,20Nov2020,Spouse,LUBFX,Purchase,15000,1000,,0.056402781,,,,,1
Jacklyn Rosen,1,0,17Nov2020,Joint,PFE,Purchase,15000,1000,,0.038858665,,,,,1
Pat Roberts,0,1,17Nov2020,Joint,,Purchase,50000,15000,,0.038858665,,,,,4.0599999
Mark Warner,1,1,16Nov2020,Self,--,Sale,5000000,1000000,,0.022707133,,,,,31.25
Pat Roberts,0,1,16Nov2020,Spouse,BA,Purchase,50000,15000,,0.022707133,,,,,4.0599999
Pat Roberts,0,1,16Nov2020,Spouse,,Purchase,50000,15000,,0.022707133,,,,,4.0599999
Pat Roberts,0,1,16Nov2020,Spouse,DAL,Purchase,15000,1000,,0.022707133,,,,,1
Pat Roberts,0,1,16Nov2020,Spouse,--,Sale,50000,15000,,0.022707133,,,,,4.0599999
Thomas Carper,1,1,16Nov2020,Spouse,RIO,Purchase,15000,1000,,0.022707133,,,,,1
Pat Roberts,0,1,11Nov2020,Spouse,--,Purchase,50000,15000,,0.042548402,,,,,4.0599999
Ron Wyden,1,1,10Nov2020,Spouse,BYND,Sale,100000,50000,,0.060344828,,,0.125669946,0.065325119,9.3800001
Pat Roberts,0,1,10Nov2020,Spouse,DIS,Purchase,15000,1000,,0.060344828,,,,,1
Pat Roberts,0,1,09Nov2020,Spouse,BA,Sale,50000,15000,,0.055555556,,,0.327888046,0.272332491,4.0599999
Pat Roberts,0,1,09Nov2020,Spouse,--,Sale,100000,50000,,0.055555556,,,,,9.3800001
Pat Roberts,0,1,09Nov2020,Spouse,--,Sale,50000,15000,,0.055555556,,,,,4.0599999
William Cassidy,0,1,05Nov2020,Spouse,WMT,Sale,15000,1000,,0.056592966,,,0.040635673,-0.015957293,1
William Cassidy,0,1,05Nov2020,Spouse,UPS,Sale,15000,1000,,0.056592966,,,0.026106628,-0.030486338,1
William Cassidy,0,1,05Nov2020,Spouse,SBUX,Sale,15000,1000,,0.056592966,,,0.104723019,0.048130053,1
William Cassidy,0,1,05Nov2020,Spouse,PLD,Sale,15000,1000,,0.056592966,,,-0.082924065,-0.139517031,1
William Cassidy,0,1,05Nov2020,Spouse,PG,Sale,15000,1000,,0.056592966,,,-0.03539823,-0.091991196,1
William Cassidy,0,1,05Nov2020,Spouse,JPM,Sale,15000,1000,,0.056592966,,,0.161859128,0.105266162,1
William Cassidy,0,1,05Nov2020,Spouse,MSFT,Sale,15000,1000,,0.056592966,,,-0.040530252,-0.097123218,1
William Cassidy,0,1,05Nov2020,Spouse,MDT,Sale,15000,1000,,0.056592966,,,0.081338333,0.024745367,1
William Cassidy,0,1,05Nov2020,Spouse,LOW,Sale,15000,1000,,0.056592966,,,-0.102097489,-0.158690455,1
William Cassidy,0,1,05Nov2020,Spouse,IBM,Sale,15000,1000,,0.056592966,,,0.077023612,0.020430646,1
William Cassidy,0,1,05Nov2020,Spouse,DOW,Sale,15000,1000,,0.056592966,,,0.094547682,0.037954716,1
William Cassidy,0,1,05Nov2020,Spouse,DIS,Sale,15000,1000,,0.056592966,,,0.206994329,0.150401363,1
William Cassidy,0,1,05Nov2020,Spouse,CMCSA,Sale,15000,1000,,0.056592966,,,0.1632469,0.106653934,1
William Cassidy,0,1,05Nov2020,Spouse,CSCO,Sale,15000,1000,,0.056592966,,,0.184797207,0.128204241,1
William Cassidy,0,1,05Nov2020,Spouse,CVS,Sale,15000,1000,,0.056592966,,,0.18091516,0.124322194,1
William Cassidy,0,1,05Nov2020,Spouse,BLK,Sale,15000,1000,,0.056592966,,,0.070683488,0.014090522,1
William Cassidy,0,1,05Nov2020,Spouse,AAPL,Sale,15000,1000,,0.056592966,,,0.032848862,-0.023744104,1
William Cassidy,0,1,05Nov2020,Spouse,AMGN,Sale,15000,1000,,0.056592966,,,-0.021813165,-0.078406131,1
Pat Roberts,0,1,04Nov2020,Spouse,COST,Sale,50000,15000,,0.076950064,,,0.019485871,-0.057464194,4.0599999
Pat Roberts,0,1,04Nov2020,Spouse,NVDA,Sale,50000,15000,,0.076950064,,,-0.01810537,-0.095055434,4.0599999
Pat Roberts,0,1,04Nov2020,Spouse,--,Sale,50000,15000,,0.076950064,,,,,4.0599999
Thomas Carper,1,1,30Oct2020,Spouse,IJR,Sale,15000,1000,,0.128388369,,,0.209247431,0.080859063,1
Thomas Carper,1,1,30Oct2020,Spouse,--,Purchase,15000,1000,,0.128388369,,,,,1
Thomas Carper,1,1,30Oct2020,Spouse,--,Purchase,15000,1000,,0.128388369,,,,,1
Mark Warner,1,1,27Oct2020,Self,--,Sale,5000000,1000000,,0.084333056,,,,,31.25
Ron Wyden,1,1,16Oct2020,Child,NVDA,Purchase,15000,1000,,0.031101861,,,,,1
Ron Wyden,1,1,16Oct2020,Child,WDAY,Purchase,15000,1000,,0.031101861,,,,,1
Ron Wyden,1,1,16Oct2020,Child,NVDA,Purchase,15000,1000,,0.031101861,,,,,1
Ron Wyden,1,1,16Oct2020,Child,WDAY,Purchase,15000,1000,,0.031101861,,,,,1
Ron Wyden,1,1,16Oct2020,Child,NVDA,Purchase,15000,1000,,0.031101861,,,,,1
Ron Wyden,1,1,16Oct2020,Child,WDAY,Purchase,15000,1000,,0.031101861,,,,,1
Sheldon Whitehouse,1,1,13Oct2020,Joint,--,Sale,15000,1000,,0.011705302,,,,,1
Pat Roberts,0,1,13Oct2020,Spouse,BBY,Sale,15000,1000,,0.011705302,,,-0.047204128,-0.05890943,1
Pat Roberts,0,1,13Oct2020,Spouse,NVAX,Sale,15000,1000,,0.011705302,,,-0.32861528,-0.340320581,1
Richard Blumenthal,1,1,13Oct2020,,,,,,,0.011705302,,,,,
Sheldon Whitehouse,1,1,09Oct2020,Self,FTV,Purchase,15000,1000,,0.010542169,,,,,1
Susan Collins,0,0,08Oct2020,Spouse,--,Purchase,50000,15000,,0.019862133,,,,,4.0599999
Sheldon Whitehouse,1,1,30Sep2020,Joint,TT,Sale,50000,15000,,-0.019411623,,,0.054350515,0.073762138,4.0599999
Sheldon Whitehouse,1,1,30Sep2020,Self,TT,Sale,50000,15000,,-0.019411623,,,0.054350515,0.073762138,4.0599999
Angus King,,1,28Sep2020,Spouse,--,Sale,50000,15000,,0.021770682,,,,,4.0599999
David Perdue,0,1,25Sep2020,Joint,--,Purchase,500000,250000,,0.05904059,,,,,31.25
Thomas Carper,1,1,24Sep2020,Spouse,LDP,Purchase,15000,1000,,0.072536268,,,,,1
Ron Wyden,1,1,23Sep2020,Child,NFLX,Sale,15000,1000,,0.063662464,,,0.039183188,-0.024479276,1
Thomas Carper,1,1,22Sep2020,Spouse,LDP,Purchase,15000,1000,,0.041042504,,,,,1
Thomas Carper,1,1,22Sep2020,Spouse,WIW,Purchase,15000,1000,,0.041042504,,,,,1
Thomas Carper,1,1,22Sep2020,Spouse,ATOAX,Purchase,50000,15000,,0.041042504,,,,,4.0599999
Rick Scott,0,1,18Sep2020,Spouse,--,Purchase,1000000,500000,,0.050783623,,,,,31.25
Pat Roberts,0,1,17Sep2020,Spouse,AAPL,Purchase,15000,1000,,0.041400891,,,,,1
Pat Roberts,0,1,16Sep2020,Spouse,,Purchase,50000,15000,,0.033174224,,,,,4.0599999
Rick Scott,0,1,16Sep2020,Self,--,Purchase,250000,100000,,0.033174224,,,,,21.879999
Rick Scott,0,1,16Sep2020,Spouse,--,Purchase,500000,250000,,0.033174224,,,,,31.25
Rick Scott,0,1,16Sep2020,Self,--,Purchase,250000,100000,,0.033174224,,,,,21.879999
Rick Scott,0,1,16Sep2020,Spouse,--,Purchase,1000000,500000,,0.033174224,,,,,31.25
Rick Scott,0,1,16Sep2020,Spouse,--,Purchase,1000000,500000,,0.033174224,,,,,31.25
Rick Scott,0,1,16Sep2020,Spouse,--,Purchase,500000,250000,,0.033174224,,,,,31.25
Ron Wyden,1,1,14Sep2020,Child,NFLX,Sale,15000,1000,,0.047727273,,,0.133435518,0.085708246,1
Ron Wyden,1,1,14Sep2020,Child,NFLX,Sale,15000,1000,,0.047727273,,,0.133435518,0.085708246,1
Pat Roberts,0,1,14Sep2020,Spouse,NVDA,Purchase,50000,15000,,0.047727273,,,,,4.0599999
William Cassidy,0,1,11Sep2020,Spouse,AAPL,Sale,15000,1000,,0.048845687,,,0.044375,-0.004470687,1
Pat Roberts,0,1,11Sep2020,Spouse,AAPL,Purchase,15000,1000,,0.048845687,,,,,1
Sheldon Whitehouse,1,1,09Sep2020,Joint,CB,Sale,50000,15000,,0.014219142,,,-0.025445917,-0.039665059,4.0599999
Pat Roberts,0,1,09Sep2020,Spouse,AAPL,Purchase,50000,15000,,0.014219142,,,,,4.0599999
Pat Roberts,0,1,09Sep2020,Spouse,AAPL,Purchase,50000,15000,,0.014219142,,,,,4.0599999
Pat Roberts,0,1,09Sep2020,Spouse,ZM,Purchase,50000,15000,,0.014219142,,,,,4.0599999
Susan Collins,0,0,08Sep2020,Spouse,--,Purchase,50000,15000,,0.016701207,,,,,4.0599999
John Boozman,0,1,08Sep2020,,,,,,,0.016701207,,,,,
Pat Roberts,0,1,04Sep2020,Spouse,BA,Sale,50000,15000,,-0.018123667,,,-0.017363344,0.000760323,4.0599999
Pat Roberts,0,1,04Sep2020,Spouse,WMT,Sale,15000,1000,,-0.018123667,,,-0.016313099,0.001810568,1
Pat Roberts,0,1,04Sep2020,Spouse,NVDA,Sale,50000,15000,,-0.018123667,,,0.034838582,0.052962249,4.0599999
Pat Roberts,0,1,04Sep2020,Spouse,NFLX,Purchase,100000,50000,,-0.018123667,,,,,9.3800001
Pat Roberts,0,1,04Sep2020,Spouse,NVDA,Purchase,100000,50000,,-0.018123667,,,,,9.3800001
Pat Roberts,0,1,04Sep2020,Spouse,NFLX,Sale,100000,50000,,-0.018123667,,,-0.025171979,-0.007048312,9.3800001
Pat Roberts,0,1,04Sep2020,Spouse,BYND,Sale,15000,1000,,-0.018123667,,,0.321252583,0.33937625,1
Pat Roberts,0,1,04Sep2020,Spouse,NVDA,Sale,50000,15000,,-0.018123667,,,0.034838582,0.052962249,4.0599999
Pat Roberts,0,1,04Sep2020,Spouse,NVDA,Sale,50000,15000,,-0.018123667,,,0.034838582,0.052962249,4.0599999
Pat Roberts,0,1,04Sep2020,Spouse,MSFT,Sale,100000,50000,,-0.018123667,,,-0.037619603,-0.019495936,9.3800001
Pat Roberts,0,1,03Sep2020,Spouse,AAPL,Purchase,50000,15000,,-0.018440216,,,,,4.0599999
Pat Roberts,0,1,03Sep2020,Spouse,MSFT,Purchase,50000,15000,,-0.018440216,,,,,4.0599999
Pat Roberts,0,1,03Sep2020,Spouse,AAPL,Purchase,50000,15000,,-0.018440216,,,,,4.0599999
Rick Scott,0,1,03Sep2020,Spouse,--,Purchase,1000000,500000,,-0.018440216,,,,,31.25
Pat Roberts,0,1,02Sep2020,Spouse,AAPL,Purchase,100000,50000,,-0.060382916,,,,,9.3800001
Ron Wyden,1,1,02Sep2020,Spouse,,Sale,100000,50000,,-0.060382916,,,,,9.3800001
Ron Wyden,1,1,02Sep2020,Spouse,AAPL,Purchase,100000,50000,,-0.060382916,,,,,9.3800001
A. MitchellMcconnell,0,1,02Sep2020,Spouse,WFC,Purchase,15000,1000,,-0.060382916,,,,,1
